step;plan_fact;plan_prj;plan_delta;vozv_fact;vozv_prj;prof_fact;prof_prj;prof_delta;ubound_plan;lbound_plan;ubound_prof;lbound_prof
752;-62.923;-81.782;35.024;-4.63;9.168;1.499;-0.69;30.936;50.0;-50.0;70.0;10.0
753;-63.147;-82.135;35.306;-5.462;9.207;1.903;-0.69;30.967;50.0;-50.0;70.0;10.0
754;-63.147;-82.488;35.59;-9.415;9.247;2.307;-0.69;31.002;50.0;-50.0;70.0;10.0
755;-63.821;-82.841;35.875;-10.663;9.286;2.768;-0.69;31.039;50.0;-50.0;70.0;10.0
756;-64.27;-83.194;36.162;-10.455;9.325;2.826;-0.69;31.079;50.0;-50.0;70.0;10.0
757;-64.943;-83.547;36.449;-9.831;9.365;2.249;-0.67;31.123;50.0;-50.0;70.0;10.0
758;-65.167;-83.9;36.737;-10.455;9.404;2.364;-0.588;31.17;50.0;-50.0;70.0;10.0
759;-65.616;-84.253;37.026;-10.871;9.443;2.134;-0.506;31.219;50.0;-50.0;70.0;10.0
760;-65.841;-84.606;37.316;-11.287;9.483;2.018;-0.424;31.272;50.0;-50.0;70.0;10.0
761;-66.065;-84.959;37.607;-11.079;9.522;1.788;-0.341;31.328;50.0;-50.0;70.0;10.0
762;-66.289;-85.312;37.898;-11.079;9.561;1.499;-0.259;31.387;50.0;-50.0;70.0;10.0
763;-66.514;-85.665;38.19;-10.871;9.601;1.269;-0.177;31.449;50.0;-50.0;70.0;10.0
764;-66.738;-86.018;38.482;-10.455;9.64;0.98;-0.094;31.513;50.0;-50.0;70.0;10.0
765;-66.963;-86.371;38.774;-10.663;9.679;0.865;-0.012;31.58;50.0;-50.0;70.0;10.0
766;-67.411;-86.724;39.066;-11.911;9.719;0.807;0.07;31.65;50.0;-50.0;70.0;10.0
767;-67.411;-87.077;39.358;-8.583;9.758;0.75;0.153;31.722;50.0;-50.0;70.0;10.0
768;-67.636;-87.43;39.649;-7.959;9.797;0.692;0.235;31.797;50.0;-50.0;70.0;10.0
769;-68.085;-87.783;39.94;-9.415;9.837;0.865;0.317;31.874;50.0;-50.0;70.0;10.0
770;-68.085;-88.136;40.231;-11.703;9.876;0.923;0.4;31.953;50.0;-50.0;70.0;10.0
771;-68.085;-88.489;40.521;-12.12;9.915;0.923;0.482;32.035;50.0;-50.0;70.0;10.0
772;-68.309;-88.842;40.81;-10.871;9.955;1.384;0.564;32.119;50.0;-50.0;70.0;10.0
773;-68.309;-89.195;41.098;-9.415;9.994;1.73;0.646;32.204;50.0;-50.0;70.0;10.0
774;-68.534;-89.548;41.385;-9.415;10.033;1.961;0.729;32.292;50.0;-50.0;70.0;10.0
775;-69.207;-89.901;41.67;-11.079;10.073;2.307;0.811;32.382;50.0;-50.0;70.0;10.0
776;-69.88;-90.254;41.955;-11.911;10.112;2.364;0.893;32.473;50.0;-50.0;70.0;10.0
777;-71.227;-90.607;42.238;-10.455;10.151;2.595;0.976;32.566;50.0;-50.0;70.0;10.0
778;-71.675;-90.96;42.519;-8.583;10.191;2.537;1.058;32.661;50.0;-50.0;70.0;10.0
779;-71.675;-91.313;42.798;-8.375;10.23;2.71;1.14;32.757;50.0;-50.0;70.0;10.0
780;-72.573;-91.666;43.076;-17.529;10.269;2.422;1.223;32.855;50.0;-50.0;70.0;10.0
781;-75.266;-92.019;43.351;-22.521;10.309;2.249;1.305;32.954;50.0;-50.0;70.0;10.0
782;-75.49;-92.372;43.624;-17.529;10.348;2.249;1.387;33.055;50.0;-50.0;70.0;10.0
783;-75.266;-92.725;43.895;-8.375;10.387;1.788;1.47;33.157;50.0;-50.0;70.0;10.0
784;-75.939;-93.078;44.164;-2.966;10.427;0.865;1.552;33.26;50.0;-50.0;70.0;10.0
785;-76.388;-93.431;44.43;-4.838;10.466;-0.461;1.634;33.364;50.0;-50.0;70.0;10.0
786;-76.837;-93.784;44.693;-6.086;10.505;0.288;1.716;33.47;50.0;-50.0;70.0;10.0
787;-77.061;-94.137;44.953;-8.375;10.545;0.923;1.799;33.576;50.0;-50.0;70.0;10.0
788;-77.061;-94.49;45.21;-8.999;10.584;0.98;1.881;33.683;50.0;-50.0;70.0;10.0
789;-77.959;-94.843;45.464;-7.543;10.623;1.211;1.963;33.791;50.0;-50.0;70.0;10.0
790;-78.408;-95.196;45.715;-7.751;10.663;1.153;2.046;33.899;50.0;-50.0;70.0;10.0
791;-79.306;-95.549;45.963;-8.167;10.702;2.71;2.128;34.009;50.0;-50.0;70.0;10.0
792;-79.53;-95.902;46.207;-8.999;10.741;2.941;2.21;34.119;50.0;-50.0;70.0;10.0
793;-79.754;-96.255;46.447;-9.207;10.781;2.884;2.293;34.229;50.0;-50.0;70.0;10.0
794;-80.652;-96.608;46.683;-8.791;10.82;3.172;2.375;34.34;50.0;-50.0;70.0;10.0
795;-82.223;-96.961;46.916;-14.2;10.859;3.057;2.457;34.451;50.0;-50.0;70.0;10.0
796;-82.447;-97.314;47.144;-16.904;10.899;2.999;2.539;34.562;50.0;-50.0;70.0;10.0
797;-83.794;-97.667;47.368;-20.649;10.938;3.114;2.622;34.674;50.0;-50.0;70.0;10.0
798;-86.263;-98.02;47.588;-16.28;10.977;2.941;2.704;34.785;50.0;-50.0;70.0;10.0
799;-85.589;-98.373;47.803;-5.67;11.017;2.364;2.786;34.897;50.0;-50.0;70.0;10.0
800;-86.487;-98.726;48.014;-0.885;11.056;2.018;2.869;35.009;50.0;-50.0;70.0;10.0
801;-86.263;-99.079;48.219;-1.926;11.095;1.499;2.951;35.12;50.0;-50.0;70.0;10.0
802;-86.15;-99.432;48.42;-2.238;11.135;1.355;3.033;35.231;50.0;-50.0;70.0;10.0
803;-86.263;-99.785;48.616;-6.294;11.174;0.75;3.116;35.342;50.0;-50.0;70.0;10.0
804;-86.711;-100.138;48.807;-7.959;11.213;0.75;3.198;35.453;50.0;-50.0;70.0;10.0
805;-86.711;-100.491;48.992;-8.375;11.253;1.557;3.28;35.563;50.0;-50.0;70.0;10.0
806;-86.936;-100.844;49.172;-8.167;11.292;1.845;3.363;35.673;50.0;-50.0;70.0;10.0
807;-86.936;-101.197;49.346;-8.167;11.331;1.961;3.445;35.782;50.0;-50.0;70.0;10.0
808;-87.385;-101.55;49.515;-7.335;11.371;2.999;3.527;35.89;50.0;-50.0;70.0;10.0
809;-87.833;-101.903;49.678;-6.919;11.41;2.999;3.609;35.998;50.0;-50.0;70.0;10.0
810;-87.833;-102.256;49.834;-8.791;11.449;2.999;3.692;36.105;50.0;-50.0;70.0;10.0
811;-88.058;-102.609;49.985;-11.079;11.489;2.999;3.759;36.211;50.0;-50.0;70.0;10.0
812;-88.507;-102.962;50.129;-11.079;11.528;3.172;3.759;36.316;50.0;-50.0;70.0;10.0
813;-89.18;-103.315;50.268;-10.455;11.567;3.172;3.759;36.42;50.0;-50.0;70.0;10.0
814;-89.404;-103.668;50.4;-9.623;11.607;3.23;3.759;36.523;50.0;-50.0;70.0;10.0
815;-89.404;-104.021;50.526;-14.824;11.646;3.287;3.759;36.626;50.0;-50.0;70.0;10.0
816;-89.404;-104.374;50.645;-19.609;11.685;3.172;3.759;36.728;50.0;-50.0;70.0;10.0
817;-89.404;-104.727;50.759;-16.696;11.725;3.403;3.759;36.829;50.0;-50.0;70.0;10.0
818;-89.404;-105.08;50.867;-8.791;11.764;3.633;3.759;36.93;50.0;-50.0;70.0;10.0
819;-89.404;-105.433;50.969;-4.63;11.803;4.21;3.759;37.031;50.0;-50.0;70.0;10.0
820;-89.404;-105.786;51.065;-5.046;11.843;4.095;3.759;37.131;50.0;-50.0;70.0;10.0
821;-89.18;-106.139;51.155;-7.127;11.882;4.21;3.759;37.231;50.0;-50.0;70.0;10.0
822;-88.956;-106.492;51.24;-7.959;11.921;4.268;3.759;37.331;50.0;-50.0;70.0;10.0
823;-88.507;-106.845;51.318;-8.583;11.961;5.248;3.759;37.431;50.0;-50.0;70.0;10.0
824;-88.731;-107.198;51.391;-7.959;12.0;5.19;3.759;37.53;50.0;-50.0;70.0;10.0
825;-88.731;-107.551;51.459;-6.502;12.039;5.479;3.759;37.63;50.0;-50.0;70.0;10.0
826;-89.18;-107.904;51.52;-6.71;12.079;5.017;3.759;37.73;50.0;-50.0;70.0;10.0
827;-89.404;-108.257;51.576;-7.751;12.118;4.671;3.759;37.831;50.0;-50.0;70.0;10.0
828;-89.404;-108.61;51.627;-8.999;12.157;4.095;3.759;37.932;50.0;-50.0;70.0;10.0
829;-89.404;-108.963;51.672;-9.207;12.197;3.922;3.759;38.033;50.0;-50.0;70.0;10.0
830;-89.853;-109.316;51.711;-9.831;12.236;3.46;3.759;38.134;50.0;-50.0;70.0;10.0
831;-90.078;-109.669;51.745;-9.831;12.275;3.46;3.759;38.237;50.0;-50.0;70.0;10.0
832;-90.526;-110.022;51.774;-9.415;12.315;3.057;3.759;38.34;50.0;-50.0;70.0;10.0
833;-90.302;-110.375;51.797;-9.207;12.354;3.114;3.759;38.443;50.0;-50.0;70.0;10.0
834;-90.751;-110.728;51.815;-9.415;12.393;3.172;3.759;38.548;50.0;-50.0;70.0;10.0
835;-90.975;-111.081;51.828;-10.039;12.433;2.941;3.759;38.653;50.0;-50.0;70.0;10.0
836;-91.424;-111.434;51.836;-12.12;12.472;2.653;3.759;38.76;50.0;-50.0;70.0;10.0
837;-91.649;-111.787;51.838;-12.952;12.511;2.595;3.759;38.867;50.0;-50.0;70.0;10.0
838;-91.873;-112.14;51.835;-12.744;12.551;2.422;3.759;38.976;50.0;-50.0;70.0;10.0
839;-92.097;-112.493;51.827;-12.328;12.59;2.884;3.759;39.086;50.0;-50.0;70.0;10.0
840;-90.526;-112.846;51.815;-12.328;12.629;3.979;3.759;39.197;50.0;-50.0;70.0;10.0
841;-92.546;-113.199;51.797;-9.207;12.669;3.345;3.759;39.309;50.0;-50.0;70.0;10.0
842;-92.322;-113.552;51.774;-9.415;12.708;3.749;3.759;39.423;50.0;-50.0;70.0;10.0
843;-92.546;-113.905;51.746;-8.583;12.747;3.979;3.759;39.539;50.0;-50.0;70.0;10.0
844;-92.771;-114.258;51.714;-8.791;12.787;4.21;3.759;39.656;50.0;-50.0;70.0;10.0
845;-92.995;-114.611;51.677;-11.911;12.826;3.749;3.759;39.775;50.0;-50.0;70.0;10.0
846;-93.332;-114.964;51.634;-12.432;12.865;3.922;3.759;39.896;50.0;-50.0;70.0;10.0
847;-94.342;-115.317;51.588;-11.703;12.905;4.037;3.759;40.019;50.0;-50.0;70.0;10.0
848;-94.566;-115.67;51.536;-11.287;12.944;4.152;3.759;40.144;50.0;-50.0;70.0;10.0
849;-95.239;-116.023;51.48;-11.703;12.983;4.441;3.759;40.27;50.0;-50.0;70.0;10.0
850;-95.464;-116.376;51.419;-11.703;13.023;4.037;3.759;40.399;50.0;-50.0;70.0;10.0
851;-96.137;-116.729;51.354;-16.072;13.062;4.325;3.759;40.53;50.0;-50.0;70.0;10.0
852;-96.361;-117.082;51.284;-20.025;13.101;4.787;3.759;40.664;50.0;-50.0;70.0;10.0
853;-97.483;-117.435;51.209;-22.521;13.141;5.306;3.759;40.8;50.0;-50.0;70.0;10.0
854;-97.932;-117.788;51.131;-17.32;13.18;4.844;3.759;40.938;50.0;-50.0;70.0;10.0
855;-97.708;-118.141;51.047;-9.415;13.219;5.248;3.759;41.079;50.0;-50.0;70.0;10.0
856;-97.708;-118.494;50.96;-6.294;13.259;5.306;3.759;41.222;50.0;-50.0;70.0;10.0
857;-97.932;-118.847;50.868;-5.67;13.298;5.133;3.759;41.368;50.0;-50.0;70.0;10.0
858;-97.932;-119.199;50.772;-6.086;13.337;5.882;3.759;41.517;50.0;-50.0;70.0;10.0
859;-97.932;-119.552;50.671;-9.415;13.377;5.652;3.759;41.669;50.0;-50.0;70.0;10.0
860;-98.381;-119.905;50.567;-11.495;13.416;5.882;3.759;41.823;50.0;-50.0;70.0;10.0
861;-98.381;-120.258;50.458;-11.911;13.455;6.344;3.759;41.981;50.0;-50.0;70.0;10.0
862;-98.606;-120.611;50.345;-10.871;13.495;6.459;3.759;42.142;50.0;-50.0;70.0;10.0
863;-99.279;-120.964;50.229;-10.455;13.534;6.344;3.759;42.306;50.0;-50.0;70.0;10.0
864;-100.176;-121.317;50.108;-10.871;13.573;6.517;3.759;42.473;50.0;-50.0;70.0;10.0
865;-100.401;-121.655;49.983;-11.079;13.611;6.574;3.751;42.644;50.0;-50.0;70.0;10.0
866;-100.85;-121.896;49.854;-10.663;13.637;6.344;3.696;42.818;50.0;-50.0;70.0;10.0
867;-101.523;-122.136;49.722;-10.247;13.663;6.171;3.641;42.995;50.0;-50.0;70.0;10.0
868;-102.196;-122.376;49.586;-8.999;13.688;5.882;3.586;43.176;50.0;-50.0;70.0;10.0
869;-102.196;-122.616;49.446;-8.999;13.714;5.825;3.531;43.359;50.0;-50.0;70.0;10.0
870;-102.645;-122.857;49.303;-9.415;13.74;5.767;3.475;43.546;50.0;-50.0;70.0;10.0
871;-102.645;-123.097;49.156;-9.623;13.766;5.652;3.42;43.735;50.0;-50.0;70.0;10.0
872;-102.869;-123.337;49.007;-9.207;13.791;4.96;3.365;43.927;50.0;-50.0;70.0;10.0
873;-102.869;-123.578;48.854;-9.623;13.817;4.902;3.31;44.121;50.0;-50.0;70.0;10.0
874;-103.094;-123.818;48.698;-8.791;13.843;4.729;3.255;44.318;50.0;-50.0;70.0;10.0
875;-103.094;-124.058;48.54;-8.791;13.869;4.441;3.2;44.517;50.0;-50.0;70.0;10.0
876;-103.094;-124.299;48.379;-7.543;13.894;4.325;3.145;44.718;50.0;-50.0;70.0;10.0
877;-103.318;-124.539;48.215;-7.127;13.92;4.268;3.089;44.921;50.0;-50.0;70.0;10.0
878;-103.767;-124.779;48.049;-7.543;13.946;4.325;3.034;45.126;50.0;-50.0;70.0;10.0
879;-103.992;-125.02;47.88;-8.583;13.972;4.152;2.979;45.333;50.0;-50.0;70.0;10.0
880;-103.767;-125.26;47.71;-10.455;13.997;4.095;2.924;45.542;50.0;-50.0;70.0;10.0
881;-103.992;-125.5;47.537;-10.663;14.023;4.325;2.869;45.752;50.0;-50.0;70.0;10.0
882;-103.767;-125.741;47.362;-10.871;14.049;4.152;2.814;45.963;50.0;-50.0;70.0;10.0
883;-103.767;-125.981;47.186;-11.287;14.075;4.095;2.759;46.176;50.0;-50.0;70.0;10.0
884;-103.767;-126.221;47.007;-12.328;14.1;3.691;2.703;46.39;50.0;-50.0;70.0;10.0
885;-103.767;-126.462;46.828;-12.328;14.126;3.403;2.648;46.605;50.0;-50.0;70.0;10.0
886;-103.543;-126.702;46.646;-12.536;14.152;3.403;2.593;46.821;50.0;-50.0;70.0;10.0
887;-103.543;-126.942;46.464;-11.703;14.178;3.287;2.538;47.037;50.0;-50.0;70.0;10.0
888;-103.543;-127.182;46.28;-8.583;14.203;3.23;2.483;47.255;50.0;-50.0;70.0;10.0
889;-103.767;-127.423;46.095;-8.167;14.229;2.941;2.428;47.472;50.0;-50.0;70.0;10.0
890;-103.318;-127.663;45.909;-8.167;14.255;3.518;2.373;47.69;50.0;-50.0;70.0;10.0
891;-103.543;-127.903;45.722;-11.079;14.281;2.941;2.317;47.909;50.0;-50.0;70.0;10.0
892;-103.543;-128.144;45.534;-12.536;14.307;2.999;2.262;48.127;50.0;-50.0;70.0;10.0
893;-103.543;-128.384;45.346;-14.408;14.332;2.595;2.207;48.346;50.0;-50.0;70.0;10.0
894;-103.543;-128.624;45.157;-13.576;14.358;2.422;2.152;48.564;50.0;-50.0;70.0;10.0
895;-103.767;-128.865;44.968;-11.287;14.384;2.191;2.097;48.783;50.0;-50.0;70.0;10.0
896;-103.992;-129.105;44.778;-10.871;14.41;2.134;2.042;49.0;50.0;-50.0;70.0;10.0
897;-104.216;-129.345;44.589;-11.495;14.435;1.672;1.987;49.218;50.0;-50.0;70.0;10.0
898;-104.44;-129.586;44.399;-11.911;14.461;1.384;1.932;49.434;50.0;-50.0;70.0;10.0
899;-104.44;-129.826;44.21;-9.623;14.487;0.807;1.876;49.65;50.0;-50.0;70.0;10.0
900;-104.665;-130.066;44.021;-11.287;14.513;0.173;1.821;49.866;50.0;-50.0;70.0;10.0
901;-104.665;-130.307;43.832;-12.744;14.538;-0.115;1.766;50.08;50.0;-50.0;70.0;10.0
902;-104.889;-130.547;43.644;-19.817;14.564;-0.75;1.711;50.293;50.0;-50.0;70.0;10.0
903;-104.889;-130.787;43.456;-22.313;14.59;-0.807;1.656;50.505;50.0;-50.0;70.0;10.0
904;-104.889;-131.027;43.269;-22.729;14.616;-0.98;1.601;50.715;50.0;-50.0;70.0;10.0
905;-104.665;-131.268;43.082;-15.032;14.641;-1.096;1.546;50.924;50.0;-50.0;70.0;10.0
906;-104.889;-131.508;42.897;-8.167;14.667;-1.442;1.49;51.131;50.0;-50.0;70.0;10.0
907;-104.665;-131.748;42.713;-5.878;14.693;-1.788;1.435;51.337;50.0;-50.0;70.0;10.0
908;-104.665;-131.989;42.53;-6.502;14.719;-2.076;1.38;51.541;50.0;-50.0;70.0;10.0
909;-104.44;-132.229;42.349;-10.247;14.744;-2.595;1.325;51.742;50.0;-50.0;70.0;10.0
910;-104.216;-132.469;42.168;-11.495;14.77;-2.768;1.27;51.942;50.0;-50.0;70.0;10.0
911;-104.44;-132.71;41.99;-13.16;14.796;-3.345;1.215;52.139;50.0;-50.0;70.0;10.0
912;-104.44;-132.95;41.813;-12.328;14.822;-3.46;1.16;52.334;50.0;-50.0;70.0;10.0
913;-104.216;-133.19;41.638;-10.871;14.848;-3.403;1.104;52.527;50.0;-50.0;70.0;10.0
914;-104.216;-133.431;41.465;-11.703;14.873;-3.576;1.049;52.717;50.0;-50.0;70.0;10.0
915;-104.216;-133.671;41.293;-12.536;14.899;-3.749;0.994;52.904;50.0;-50.0;70.0;10.0
916;-104.44;-133.911;41.125;-14.2;14.925;-3.518;0.939;53.088;50.0;-50.0;70.0;10.0
917;-104.665;-134.152;40.958;-12.952;14.951;-3.518;0.884;53.269;50.0;-50.0;70.0;10.0
918;-104.44;-134.392;40.794;-11.911;14.976;-3.403;0.829;53.447;50.0;-50.0;70.0;10.0
919;-103.767;-134.613;40.632;-13.368;15.0;-3.576;0.778;53.622;50.0;-50.0;70.0;10.0
920;-103.767;-134.613;40.473;-13.992;15.0;-3.518;0.778;53.794;50.0;-50.0;70.0;10.0
921;-103.094;-134.613;40.317;-14.408;15.0;-3.287;0.778;53.962;50.0;-50.0;70.0;10.0
922;-102.645;-134.613;40.163;-13.992;15.0;-3.114;0.778;54.127;50.0;-50.0;70.0;10.0
923;-103.094;-134.613;40.012;-11.911;15.0;-3.114;0.778;54.288;50.0;-50.0;70.0;10.0
924;-103.318;-134.613;39.864;-11.287;15.0;-2.826;0.778;54.447;50.0;-50.0;70.0;10.0
925;-103.543;-134.613;39.718;-13.576;15.0;-3.114;0.778;54.602;50.0;-50.0;70.0;10.0
926;-103.767;-134.613;39.575;-10.247;15.0;-2.999;0.778;54.754;50.0;-50.0;70.0;10.0
927;-103.767;-134.613;39.434;-10.871;15.0;-2.884;0.778;54.903;50.0;-50.0;70.0;10.0
928;-103.992;-134.613;39.296;-11.079;15.0;-2.134;0.778;55.049;50.0;-50.0;70.0;10.0
929;-103.767;-134.613;39.16;-11.495;15.0;-2.595;0.778;55.192;50.0;-50.0;70.0;10.0
930;-103.992;-134.613;39.027;-12.12;15.0;-2.422;0.778;55.332;50.0;-50.0;70.0;10.0
931;-103.992;-134.613;38.897;-12.12;15.0;-2.768;0.778;55.469;50.0;-50.0;70.0;10.0
932;-104.216;-134.613;38.769;-12.328;15.0;-2.595;0.778;55.603;50.0;-50.0;70.0;10.0
933;-104.665;-134.613;38.644;-12.744;15.0;-2.537;0.778;55.734;50.0;-50.0;70.0;10.0
934;-104.44;-134.613;38.521;-13.576;15.0;-2.653;0.778;55.862;50.0;-50.0;70.0;10.0
935;-104.44;-134.613;38.401;-12.952;15.0;-2.653;0.778;55.988;50.0;-50.0;70.0;10.0
936;-104.216;-134.613;38.283;-12.744;15.0;-2.422;0.778;56.11;50.0;-50.0;70.0;10.0
937;-104.44;-134.613;38.168;-12.952;15.0;-2.768;0.778;56.23;50.0;-50.0;70.0;10.0
938;-104.44;-134.613;38.055;-14.2;15.0;-2.941;0.778;56.348;50.0;-50.0;70.0;10.0
939;-104.665;-134.613;37.945;-15.032;15.0;-3.46;0.778;56.462;50.0;-50.0;70.0;10.0
940;-104.44;-134.613;37.837;-13.368;15.0;-3.403;0.778;56.574;50.0;-50.0;70.0;10.0
941;-104.665;-134.613;37.732;-13.368;15.0;-3.518;0.778;56.683;50.0;-50.0;70.0;10.0
942;-104.665;-134.613;37.629;-13.368;15.0;-3.864;0.778;56.79;50.0;-50.0;70.0;10.0
943;-104.44;-134.613;37.528;-14.2;15.0;-2.999;0.778;56.894;50.0;-50.0;70.0;10.0
944;-104.44;-134.613;37.43;-14.616;15.0;-3.23;0.778;56.996;50.0;-50.0;70.0;10.0
945;-104.665;-134.613;37.334;-14.2;15.0;-2.537;0.778;57.095;50.0;-50.0;70.0;10.0
946;-104.665;-134.613;37.241;-13.784;15.0;-2.191;0.778;57.192;50.0;-50.0;70.0;10.0
947;-104.44;-134.613;37.15;-14.2;15.0;-2.076;0.778;57.286;50.0;-50.0;70.0;10.0
948;-104.44;-134.613;37.062;-13.992;15.0;-1.499;0.778;57.378;50.0;-50.0;70.0;10.0
949;-104.216;-134.613;36.976;-10.455;15.0;-1.615;0.778;57.468;50.0;-50.0;70.0;10.0
950;-104.216;-134.613;36.892;-9.207;15.0;-1.615;0.778;57.556;50.0;-50.0;70.0;10.0
951;-103.992;-134.613;36.811;-10.247;15.0;-1.326;0.778;57.641;50.0;-50.0;70.0;10.0
952;-103.767;-134.613;36.732;-11.911;15.0;-0.75;0.778;57.724;50.0;-50.0;70.0;10.0
953;-103.543;-134.613;36.655;-13.368;15.0;-0.807;0.778;57.805;50.0;-50.0;70.0;10.0
954;-103.543;-134.613;36.581;-13.16;15.0;-0.577;0.778;57.884;50.0;-50.0;70.0;10.0
955;-103.543;-134.613;36.509;-13.16;15.0;-0.346;0.778;57.961;50.0;-50.0;70.0;10.0
956;-103.543;-134.613;36.439;-13.368;15.0;-0.231;0.778;58.035;50.0;-50.0;70.0;10.0
957;-103.094;-134.613;36.372;-14.408;15.0;-0.058;0.778;58.108;50.0;-50.0;70.0;10.0
958;-103.094;-134.613;36.307;-14.408;15.0;-0.461;0.778;58.178;50.0;-50.0;70.0;10.0
959;-103.094;-134.613;36.244;-12.536;15.0;-0.288;0.778;58.247;50.0;-50.0;70.0;10.0
960;-102.869;-134.613;36.183;-12.12;15.0;0.0;0.778;58.314;50.0;-50.0;70.0;10.0
961;-102.869;-134.613;36.125;-11.703;15.0;0.058;0.778;58.379;50.0;-50.0;70.0;10.0
962;-102.869;-134.613;36.069;-11.287;15.0;0.404;0.778;58.442;50.0;-50.0;70.0;10.0
963;-103.094;-134.613;36.015;-9.831;15.0;-0.058;0.778;58.503;50.0;-50.0;70.0;10.0
964;-102.869;-134.613;35.964;-9.831;15.0;-0.634;0.778;58.563;50.0;-50.0;70.0;10.0
965;-103.094;-134.613;35.914;-11.495;15.0;-0.404;0.778;58.62;50.0;-50.0;70.0;10.0
966;-102.869;-134.613;35.867;-12.952;15.0;-0.577;0.778;58.676;50.0;-50.0;70.0;10.0
967;-102.869;-134.613;35.822;-13.992;15.0;-0.519;0.778;58.731;50.0;-50.0;70.0;10.0
968;-102.869;-134.613;35.78;-12.12;15.0;-0.115;0.778;58.784;50.0;-50.0;70.0;10.0
969;-102.869;-134.613;35.739;-11.911;15.0;-0.173;0.778;58.835;50.0;-50.0;70.0;10.0
970;-102.869;-134.613;35.701;-13.16;15.0;-0.173;0.778;58.884;50.0;-50.0;70.0;10.0
971;-102.645;-134.613;35.665;-15.032;15.0;-0.115;0.778;58.933;50.0;-50.0;70.0;10.0
972;-102.645;-134.613;35.631;-12.744;15.0;0.058;0.778;58.979;50.0;-50.0;70.0;10.0
973;-102.196;-134.613;35.599;-8.375;15.0;0.461;0.778;59.024;50.0;-50.0;70.0;10.0
974;-101.972;-134.613;35.569;-9.415;15.0;0.461;0.778;59.068;50.0;-50.0;70.0;10.0
975;-101.747;-134.613;35.542;-11.911;15.0;0.634;0.778;59.111;50.0;-50.0;70.0;10.0
976;-101.747;-134.613;35.516;-12.744;15.0;0.692;0.778;59.151;50.0;-50.0;70.0;10.0
977;-102.196;-134.613;35.492;-12.536;15.0;0.807;0.778;59.191;50.0;-50.0;70.0;10.0
978;-101.747;-134.613;35.47;-10.871;15.0;0.807;0.778;59.228;50.0;-50.0;70.0;10.0
979;-101.972;-134.613;35.45;-8.375;15.0;0.404;0.778;59.264;50.0;-50.0;70.0;10.0
980;-101.747;-134.613;35.432;-11.911;15.0;0.115;0.778;59.298;50.0;-50.0;70.0;10.0
981;-101.972;-134.613;35.415;-14.2;15.0;-0.519;0.778;59.331;50.0;-50.0;70.0;10.0
982;-101.972;-134.613;35.4;-13.16;15.0;-0.692;0.778;59.361;50.0;-50.0;70.0;10.0
983;-101.747;-134.613;35.386;-10.039;15.0;-1.153;0.778;59.39;50.0;-50.0;70.0;10.0
984;-102.196;-134.613;35.374;-8.167;15.0;-1.384;0.778;59.416;50.0;-50.0;70.0;10.0
985;-102.421;-134.613;35.363;-8.375;15.0;-1.615;0.778;59.441;50.0;-50.0;70.0;10.0
986;-102.196;-134.613;35.354;-9.831;15.0;-1.615;0.778;59.463;50.0;-50.0;70.0;10.0
987;-102.421;-134.613;35.346;-10.663;15.0;-2.249;0.778;59.484;50.0;-50.0;70.0;10.0
988;-102.869;-134.613;35.339;-10.247;15.0;-2.595;0.778;59.502;50.0;-50.0;70.0;10.0
989;-102.869;-134.613;35.333;-9.415;15.0;-2.884;0.778;59.518;50.0;-50.0;70.0;10.0
990;-103.094;-134.613;35.328;-9.831;15.0;-2.941;0.778;59.531;50.0;-50.0;70.0;10.0
991;-103.318;-134.613;35.324;-11.079;15.0;-3.287;0.778;59.543;50.0;-50.0;70.0;10.0
992;-103.767;-134.613;35.321;-12.536;15.0;-3.518;0.778;59.551;50.0;-50.0;70.0;10.0
993;-103.992;-134.613;35.318;-11.495;15.0;-3.749;0.778;59.558;50.0;-50.0;70.0;10.0
994;-104.665;-134.613;35.317;-8.583;15.0;-4.037;0.778;59.561;50.0;-50.0;70.0;10.0
995;-104.665;-134.613;35.316;-9.831;15.0;-4.095;0.778;59.562;50.0;-50.0;70.0;10.0
996;-105.114;-134.613;35.316;-11.703;15.0;-4.152;0.778;59.561;50.0;-50.0;70.0;10.0
997;-105.338;-134.613;35.316;-11.079;15.0;-4.21;0.778;59.557;50.0;-50.0;70.0;10.0
998;-105.562;-134.613;35.317;-11.079;15.0;-4.325;0.778;59.55;50.0;-50.0;70.0;10.0
999;-106.236;-134.613;35.318;-10.247;15.0;-4.383;0.778;59.54;50.0;-50.0;70.0;10.0
1000;-106.572;-134.613;35.32;-10.975;15.0;-4.469;0.778;59.527;50.0;-50.0;70.0;10.0
1001;-107.133;-134.613;35.322;-12.744;15.0;-4.556;0.778;59.511;50.0;-50.0;70.0;10.0
1002;-107.582;-134.613;35.324;-13.368;15.0;-4.787;0.778;59.493;50.0;-50.0;70.0;10.0
1003;-108.031;-134.613;35.326;-11.911;15.0;-4.844;0.778;59.471;50.0;-50.0;70.0;10.0
1004;-108.255;-134.613;35.329;-11.911;15.0;-4.729;0.778;59.446;50.0;-50.0;70.0;10.0
1005;-108.48;-134.613;35.331;-12.328;15.0;-4.614;0.778;59.418;50.0;-50.0;70.0;10.0
1006;-108.48;-134.613;35.333;-12.536;15.0;-4.614;0.778;59.387;50.0;-50.0;70.0;10.0
