step;plan_fact;plan_prj;plan_delta;vozv_fact;vozv_prj;prof_fact;prof_fact_left;prof_fact_right;prof_prj;prof_delta;ubound_plan;lbound_plan;ubound_prof;lbound_prof
1701;-78.603;-78.732;33.209;-9.623;-8.738;-5.156;-5.156;-4.865;-2.397;59.665;50.0;-50.0;70.0;10.0
1702;-78.389;-78.519;33.06;3.691;-8.714;-5.257;-5.257;-5.096;-2.397;59.839;50.0;-50.0;70.0;10.0
1703;-78.179;-78.306;32.91;7.228;-8.691;-5.36;-5.36;-5.334;-2.397;60.009;50.0;-50.0;70.0;10.0
1704;-77.972;-78.093;32.76;-11.495;-8.667;-5.465;-5.465;-5.578;-2.397;60.177;50.0;-50.0;70.0;10.0
1705;-77.768;-77.88;32.611;-16.696;-8.643;-5.572;-5.572;-5.827;-2.397;60.342;50.0;-50.0;70.0;10.0
1706;-77.568;-77.667;32.461;-19.609;-8.62;-5.677;-5.677;-6.082;-2.397;60.504;50.0;-50.0;70.0;10.0
1707;-77.37;-77.454;32.31;-17.737;-8.596;-5.783;-5.783;-6.34;-2.397;60.663;50.0;-50.0;70.0;10.0
1708;-77.175;-77.241;32.16;-15.032;-8.572;-5.889;-5.889;-6.601;-2.397;60.818;50.0;-50.0;70.0;10.0
1709;-76.981;-77.027;32.009;-12.536;-8.548;-5.994;-5.994;-6.865;-2.397;60.97;50.0;-50.0;70.0;10.0
1710;-76.789;-76.814;31.858;-11.911;-8.525;-6.098;-6.098;-7.131;-2.397;61.119;50.0;-50.0;70.0;10.0
1711;-76.599;-76.601;31.707;-12.744;-8.501;-6.201;-6.201;-7.398;-2.397;61.264;50.0;-50.0;70.0;10.0
1712;-76.411;-76.388;31.555;-13.992;-8.477;-6.304;-6.304;-7.665;-2.397;61.405;50.0;-50.0;70.0;10.0
1713;-76.225;-76.175;31.404;-14.616;-8.454;-6.404;-6.404;-7.931;-2.397;61.542;50.0;-50.0;70.0;10.0
1714;-76.039;-75.962;31.251;-12.952;-8.43;-6.503;-6.503;-8.195;-2.397;61.676;50.0;-50.0;70.0;10.0
1715;-75.855;-75.749;31.098;-10.663;-8.406;-6.598;-6.598;-8.455;-2.397;61.805;50.0;-50.0;70.0;10.0
1716;-75.671;-75.536;30.945;-10.455;-8.382;-6.69;-6.69;-8.711;-2.397;61.93;50.0;-50.0;70.0;10.0
1717;-75.488;-75.323;30.792;-10.247;-8.359;-6.779;-6.779;-8.963;-2.397;62.051;50.0;-50.0;70.0;10.0
1718;-75.305;-75.109;30.638;-12.744;-8.335;-6.863;-6.863;-9.208;-2.397;62.168;50.0;-50.0;70.0;10.0
1719;-75.123;-74.896;30.483;-13.992;-8.311;-6.943;-6.943;-9.448;-2.397;62.28;50.0;-50.0;70.0;10.0
1720;-74.94;-74.683;30.328;-13.368;-8.288;-7.019;-7.019;-9.68;-2.397;62.387;50.0;-50.0;70.0;10.0
1721;-74.758;-74.47;30.173;-11.911;-8.264;-7.09;-7.09;-9.904;-2.397;62.49;50.0;-50.0;70.0;10.0
1722;-74.575;-74.257;30.017;-8.583;-8.24;-7.157;-7.157;-10.121;-2.397;62.587;50.0;-50.0;70.0;10.0
1723;-74.393;-74.044;29.86;-7.335;-8.216;-7.218;-7.218;-10.328;-2.397;62.68;50.0;-50.0;70.0;10.0
1724;-74.21;-73.831;29.703;-7.335;-8.193;-7.274;-7.274;-10.525;-2.397;62.768;50.0;-50.0;70.0;10.0
1725;-74.028;-73.618;29.545;-12.12;-8.169;-7.324;-7.324;-10.712;-2.397;62.85;50.0;-50.0;70.0;10.0
1726;-73.846;-73.404;29.386;-12.744;-8.145;-7.369;-7.369;-10.888;-2.397;62.927;50.0;-50.0;70.0;10.0
1727;-73.664;-73.191;29.227;-11.287;-8.122;-7.407;-7.407;-11.054;-2.397;62.999;50.0;-50.0;70.0;10.0
1728;-73.483;-72.978;29.067;-11.911;-8.098;-7.437;-7.437;-11.207;-2.397;63.065;50.0;-50.0;70.0;10.0
1729;-73.303;-72.765;28.906;-12.744;-8.074;-7.46;-7.46;-11.348;-2.397;63.126;50.0;-50.0;70.0;10.0
1730;-73.124;-72.552;28.745;-13.16;-8.05;-7.476;-7.476;-11.477;-2.397;63.181;50.0;-50.0;70.0;10.0
1731;-72.945;-72.339;28.583;-12.536;-8.027;-7.483;-7.483;-11.594;-2.397;63.23;50.0;-50.0;70.0;10.0
1732;-72.768;-72.126;28.42;-8.791;-8.003;-7.482;-7.482;-11.698;-2.397;63.273;50.0;-50.0;70.0;10.0
1733;-72.591;-71.913;28.256;-6.294;-7.979;-7.473;-7.473;-11.787;-2.397;63.311;50.0;-50.0;70.0;10.0
1734;-72.416;-71.699;28.092;-7.335;-7.956;-7.455;-7.455;-11.863;-2.397;63.343;50.0;-50.0;70.0;10.0
1735;-72.241;-71.486;27.927;-12.12;-7.932;-7.429;-7.429;-11.924;-2.397;63.371;50.0;-50.0;70.0;10.0
1736;-72.066;-71.273;27.762;-12.328;-7.908;-7.395;-7.395;-11.971;-2.397;63.393;50.0;-50.0;70.0;10.0
1737;-71.892;-71.06;27.595;-9.623;-7.884;-7.353;-7.353;-12.003;-2.397;63.41;50.0;-50.0;70.0;10.0
1738;-71.718;-70.847;27.428;-7.959;-7.861;-7.302;-7.302;-12.02;-2.397;63.423;50.0;-50.0;70.0;10.0
1739;-71.544;-70.634;27.261;-7.751;-7.837;-7.244;-7.244;-12.021;-2.397;63.431;50.0;-50.0;70.0;10.0
1740;-71.37;-70.421;27.093;-7.751;-7.813;-7.178;-7.178;-12.006;-2.397;63.434;50.0;-50.0;70.0;10.0
1741;-71.196;-70.208;26.924;-7.959;-7.79;-7.106;-7.106;-11.975;-2.397;63.433;50.0;-50.0;70.0;10.0
1742;-71.021;-69.995;26.755;-7.543;-7.766;-7.027;-7.027;-11.929;-2.397;63.428;50.0;-50.0;70.0;10.0
1743;-70.845;-69.781;26.585;-7.127;-7.742;-6.941;-6.941;-11.867;-2.397;63.419;50.0;-50.0;70.0;10.0
1744;-70.668;-69.568;26.415;-6.919;-7.718;-6.85;-6.85;-11.789;-2.397;63.406;50.0;-50.0;70.0;10.0
1745;-70.489;-69.355;26.244;-6.71;-7.695;-6.753;-6.753;-11.698;-2.397;63.39;50.0;-50.0;70.0;10.0
1746;-70.308;-69.142;26.073;-6.294;-7.671;-6.651;-6.651;-11.591;-2.397;63.37;50.0;-50.0;70.0;10.0
1747;-70.124;-68.929;25.902;-6.919;-7.647;-6.544;-6.544;-11.472;-2.397;63.346;50.0;-50.0;70.0;10.0
1748;-69.936;-68.716;25.729;-7.335;-7.624;-6.433;-6.433;-11.338;-2.397;63.319;50.0;-50.0;70.0;10.0
1749;-69.744;-68.503;25.557;-6.086;-7.6;-6.316;-6.316;-11.193;-2.397;63.29;50.0;-50.0;70.0;10.0
1750;-69.547;-68.29;25.384;-6.294;-7.576;-6.195;-6.195;-11.035;-2.397;63.257;50.0;-50.0;70.0;10.0
1751;-69.347;-68.076;25.211;-6.294;-7.552;-6.07;-6.07;-10.866;-2.397;63.221;50.0;-50.0;70.0;10.0
1752;-69.143;-67.863;25.037;-6.294;-7.529;-5.939;-5.939;-10.686;-2.397;63.183;50.0;-50.0;70.0;10.0
1753;-68.934;-67.65;24.863;-6.502;-7.505;-5.805;-5.805;-10.496;-2.397;63.142;50.0;-50.0;70.0;10.0
1754;-68.72;-67.437;24.688;-6.71;-7.481;-5.667;-5.667;-10.296;-2.397;63.099;50.0;-50.0;70.0;10.0
1755;-68.502;-67.224;24.514;-6.919;-7.457;-5.526;-5.526;-10.087;-2.397;63.054;50.0;-50.0;70.0;10.0
1756;-68.279;-67.011;24.339;-7.127;-7.434;-5.382;-5.382;-9.869;-2.397;63.006;50.0;-50.0;70.0;10.0
1757;-68.052;-66.798;24.164;-6.71;-7.41;-5.237;-5.237;-9.643;-2.397;62.957;50.0;-50.0;70.0;10.0
1758;-67.821;-66.585;23.988;-5.878;-7.386;-5.091;-5.091;-9.411;-2.397;62.906;50.0;-50.0;70.0;10.0
1759;-67.586;-66.371;23.812;-6.086;-7.363;-4.944;-4.944;-9.171;-2.397;62.853;50.0;-50.0;70.0;10.0
1760;-67.346;-66.158;23.636;-6.919;-7.339;-4.798;-4.798;-8.927;-2.397;62.799;50.0;-50.0;70.0;10.0
1761;-67.103;-65.945;23.46;-6.086;-7.315;-4.654;-4.654;-8.677;-2.397;62.744;50.0;-50.0;70.0;10.0
1762;-66.857;-65.732;23.284;-5.67;-7.291;-4.512;-4.512;-8.424;-2.397;62.687;50.0;-50.0;70.0;10.0
1763;-66.608;-65.519;23.107;-5.046;-7.268;-4.373;-4.373;-8.168;-2.397;62.63;50.0;-50.0;70.0;10.0
1764;-66.356;-65.306;22.93;-5.254;-7.244;-4.237;-4.237;-7.909;-2.397;62.571;50.0;-50.0;70.0;10.0
1765;-66.102;-65.093;22.753;-5.67;-7.22;-4.104;-4.104;-7.649;-2.397;62.512;50.0;-50.0;70.0;10.0
1766;-65.846;-64.88;22.576;-5.566;-7.197;-3.975;-3.975;-7.39;-2.397;62.453;50.0;-50.0;70.0;10.0
1767;-65.588;-64.667;22.399;-5.046;-7.173;-3.85;-3.85;-7.132;-2.397;62.393;50.0;-50.0;70.0;10.0
1768;-65.329;-64.453;22.222;-4.838;-7.149;-3.73;-3.73;-6.876;-2.397;62.332;50.0;-50.0;70.0;10.0
1769;-65.069;-64.24;22.045;-4.838;-7.125;-3.614;-3.614;-6.625;-2.397;62.272;50.0;-50.0;70.0;10.0
1770;-64.808;-64.027;21.868;-4.838;-7.102;-3.504;-3.504;-6.379;-2.397;62.212;50.0;-50.0;70.0;10.0
1771;-64.547;-63.814;21.69;-4.838;-7.078;-3.399;-3.399;-6.139;-2.397;62.152;50.0;-50.0;70.0;10.0
1772;-64.286;-63.601;21.513;-5.462;-7.054;-3.3;-3.3;-5.906;-2.397;62.092;50.0;-50.0;70.0;10.0
1773;-64.025;-63.388;21.336;-5.878;-7.031;-3.205;-3.205;-5.68;-2.397;62.032;50.0;-50.0;70.0;10.0
1774;-63.765;-63.175;21.158;-6.502;-7.007;-3.115;-3.115;-5.463;-2.397;61.974;50.0;-50.0;70.0;10.0
1775;-63.506;-62.962;20.981;-6.919;-6.983;-3.029;-3.029;-5.255;-2.397;61.916;50.0;-50.0;70.0;10.0
1776;-63.248;-62.748;20.804;-6.502;-6.959;-2.948;-2.948;-5.056;-2.397;61.859;50.0;-50.0;70.0;10.0
1777;-62.99;-62.535;20.627;-6.919;-6.936;-2.872;-2.872;-4.867;-2.397;61.803;50.0;-50.0;70.0;10.0
1778;-62.734;-62.322;20.45;-7.543;-6.912;-2.802;-2.802;-4.689;-2.397;61.749;50.0;-50.0;70.0;10.0
1779;-62.479;-62.109;20.273;2.443;-6.888;-2.736;-2.736;-4.521;-2.397;61.696;50.0;-50.0;70.0;10.0
1780;-62.226;-61.896;20.096;8.892;-6.865;-2.676;-2.676;-4.364;-2.397;61.644;50.0;-50.0;70.0;10.0
1781;-61.975;-61.683;19.92;-0.677;-6.841;-2.622;-2.622;-4.217;-2.397;61.594;50.0;-50.0;70.0;10.0
1782;-61.726;-61.47;19.744;-14.2;-6.817;-2.574;-2.574;-4.082;-2.397;61.546;50.0;-50.0;70.0;10.0
1783;-61.478;-61.257;19.567;-17.945;-6.793;-2.532;-2.532;-3.957;-2.397;61.501;50.0;-50.0;70.0;10.0
1784;-61.232;-61.044;19.391;-17.529;-6.77;-2.497;-2.497;-3.844;-2.397;61.457;50.0;-50.0;70.0;10.0
1785;-60.987;-60.83;19.216;-16.072;-6.746;-2.47;-2.47;-3.741;-2.397;61.415;50.0;-50.0;70.0;10.0
1786;-60.743;-60.617;19.04;-12.952;-6.722;-2.449;-2.449;-3.65;-2.397;61.376;50.0;-50.0;70.0;10.0
1787;-60.501;-60.404;18.865;-11.287;-6.699;-2.436;-2.436;-3.569;-2.397;61.338;50.0;-50.0;70.0;10.0
1788;-60.261;-60.191;18.689;-11.703;-6.675;-2.43;-2.43;-3.5;-2.397;61.303;50.0;-50.0;70.0;10.0
1789;-60.024;-59.978;18.514;-11.495;-6.651;-2.432;-2.432;-3.442;-2.397;61.269;50.0;-50.0;70.0;10.0
1790;-59.788;-59.765;18.339;-9.415;-6.627;-2.44;-2.44;-3.395;-2.397;61.237;50.0;-50.0;70.0;10.0
1791;-59.555;-59.552;18.164;-8.999;-6.604;-2.456;-2.456;-3.358;-2.397;61.207;50.0;-50.0;70.0;10.0
1792;-59.323;-59.339;17.989;-8.999;-6.58;-2.477;-2.477;-3.333;-2.397;61.178;50.0;-50.0;70.0;10.0
1793;-59.094;-59.125;17.815;-10.039;-6.556;-2.506;-2.506;-3.319;-2.397;61.15;50.0;-50.0;70.0;10.0
1794;-58.867;-58.912;17.64;-12.12;-6.533;-2.54;-2.54;-3.317;-2.397;61.124;50.0;-50.0;70.0;10.0
1795;-58.641;-58.699;17.465;-12.12;-6.509;-2.579;-2.579;-3.325;-2.397;61.099;50.0;-50.0;70.0;10.0
1796;-58.417;-58.486;17.29;-9.415;-6.485;-2.625;-2.625;-3.345;-2.397;61.074;50.0;-50.0;70.0;10.0
1797;-58.194;-58.273;17.115;-8.167;-6.461;-2.675;-2.675;-3.376;-2.397;61.051;50.0;-50.0;70.0;10.0
1798;-57.973;-58.06;16.941;-8.791;-6.438;-2.73;-2.73;-3.417;-2.397;61.029;50.0;-50.0;70.0;10.0
1799;-57.753;-57.847;16.766;-10.039;-6.414;-2.789;-2.789;-3.467;-2.397;61.007;50.0;-50.0;70.0;10.0
1800;-57.535;-57.634;16.591;-9.415;-6.39;-2.852;-2.852;-3.526;-2.397;60.986;50.0;-50.0;70.0;10.0
1801;-57.317;-57.42;16.415;-8.791;-6.367;-2.919;-2.919;-3.593;-2.397;60.965;50.0;-50.0;70.0;10.0
1802;-57.101;-57.207;16.24;-12.744;-6.343;-2.989;-2.989;-3.668;-2.397;60.945;50.0;-50.0;70.0;10.0
1803;-56.887;-56.994;16.064;-13.992;-6.319;-3.061;-3.061;-3.75;-2.397;60.925;50.0;-50.0;70.0;10.0
1804;-56.675;-56.781;15.889;-15.24;-6.295;-3.137;-3.137;-3.838;-2.397;60.905;50.0;-50.0;70.0;10.0
1805;-56.465;-56.568;15.713;-15.032;-6.272;-3.215;-3.215;-3.932;-2.397;60.886;50.0;-50.0;70.0;10.0
1806;-56.256;-56.355;15.537;-9.831;-6.248;-3.296;-3.296;-4.03;-2.397;60.866;50.0;-50.0;70.0;10.0
1807;-56.05;-56.142;15.36;-9.519;-6.224;-3.38;-3.38;-4.132;-2.397;60.846;50.0;-50.0;70.0;10.0
1808;-55.845;-55.929;15.184;-10.871;-6.201;-3.465;-3.465;-4.237;-2.397;60.826;50.0;-50.0;70.0;10.0
1809;-55.642;-55.716;15.007;-11.911;-6.177;-3.553;-3.553;-4.345;-2.397;60.805;50.0;-50.0;70.0;10.0
1810;-55.441;-55.502;14.829;-11.287;-6.153;-3.642;-3.642;-4.456;-2.397;60.784;50.0;-50.0;70.0;10.0
1811;-55.242;-55.289;14.652;-10.455;-6.129;-3.733;-3.733;-4.568;-2.397;60.762;50.0;-50.0;70.0;10.0
1812;-55.044;-55.076;14.474;-10.247;-6.106;-3.826;-3.826;-4.681;-2.397;60.739;50.0;-50.0;70.0;10.0
1813;-54.848;-54.863;14.295;-11.495;-6.082;-3.919;-3.919;-4.795;-2.397;60.716;50.0;-50.0;70.0;10.0
1814;-54.652;-54.65;14.116;-12.328;-6.058;-4.013;-4.013;-4.909;-2.397;60.692;50.0;-50.0;70.0;10.0
1815;-54.458;-54.437;13.937;-12.536;-6.035;-4.107;-4.107;-5.021;-2.397;60.666;50.0;-50.0;70.0;10.0
1816;-54.263;-54.224;13.757;-11.911;-6.011;-4.201;-4.201;-5.133;-2.397;60.64;50.0;-50.0;70.0;10.0
1817;-54.068;-54.011;13.577;-11.079;-5.987;-4.293;-4.293;-5.243;-2.397;60.612;50.0;-50.0;70.0;10.0
1818;-53.873;-53.797;13.397;-10.247;-5.963;-4.385;-4.385;-5.35;-2.397;60.582;50.0;-50.0;70.0;10.0
1819;-53.677;-53.584;13.216;-10.247;-5.94;-4.476;-4.476;-5.453;-2.397;60.552;50.0;-50.0;70.0;10.0
1820;-53.479;-53.371;13.034;-10.039;-5.916;-4.566;-4.566;-5.554;-2.397;60.519;50.0;-50.0;70.0;10.0
1821;-53.281;-53.158;12.852;-10.039;-5.892;-4.654;-4.654;-5.65;-2.397;60.485;50.0;-50.0;70.0;10.0
1822;-53.08;-52.945;12.669;-9.831;-5.869;-4.741;-4.741;-5.742;-2.397;60.449;50.0;-50.0;70.0;10.0
1823;-52.877;-52.732;12.485;-11.287;-5.845;-4.826;-4.826;-5.829;-2.397;60.412;50.0;-50.0;70.0;10.0
1824;-52.671;-52.519;12.301;-11.287;-5.821;-4.909;-4.909;-5.911;-2.397;60.372;50.0;-50.0;70.0;10.0
1825;-52.462;-52.306;12.117;-9.623;-5.797;-4.99;-4.99;-5.986;-2.397;60.33;50.0;-50.0;70.0;10.0
1826;-52.249;-52.092;11.931;-8.167;-5.774;-5.069;-5.069;-6.056;-2.397;60.285;50.0;-50.0;70.0;10.0
1827;-52.033;-51.879;11.745;-7.959;-5.75;-5.148;-5.148;-6.119;-2.397;60.239;50.0;-50.0;70.0;10.0
1828;-51.812;-51.666;11.559;-8.167;-5.726;-5.224;-5.224;-6.175;-2.397;60.189;50.0;-50.0;70.0;10.0
1829;-51.586;-51.453;11.371;-9.831;-5.703;-5.3;-5.3;-6.223;-2.397;60.138;50.0;-50.0;70.0;10.0
1830;-51.356;-51.24;11.183;-9.623;-5.679;-5.374;-5.374;-6.265;-2.397;60.083;50.0;-50.0;70.0;10.0
1831;-51.121;-51.027;10.994;-8.583;-5.655;-5.446;-5.446;-6.3;-2.397;60.026;50.0;-50.0;70.0;10.0
1832;-50.88;-50.814;10.804;-8.583;-5.631;-5.517;-5.517;-6.327;-2.397;59.965;50.0;-50.0;70.0;10.0
1833;-50.634;-50.601;10.614;-8.999;-5.608;-5.587;-5.587;-6.348;-2.397;59.902;50.0;-50.0;70.0;10.0
1834;-50.383;-50.388;10.422;-8.791;-5.584;-5.655;-5.655;-6.361;-2.397;59.836;50.0;-50.0;70.0;10.0
1835;-50.127;-50.174;10.23;-8.583;-5.56;-5.722;-5.722;-6.369;-2.397;59.766;50.0;-50.0;70.0;10.0
1836;-49.866;-49.961;10.037;-7.543;-5.537;-5.788;-5.788;-6.371;-2.397;59.693;50.0;-50.0;70.0;10.0
1837;-49.6;-49.748;9.843;-7.751;-5.513;-5.851;-5.851;-6.368;-2.397;59.616;50.0;-50.0;70.0;10.0
1838;-49.33;-49.535;9.648;-7.959;-5.489;-5.913;-5.913;-6.361;-2.397;59.536;50.0;-50.0;70.0;10.0
1839;-49.056;-49.322;9.452;-9.831;-5.465;-5.972;-5.972;-6.349;-2.397;59.452;50.0;-50.0;70.0;10.0
1840;-48.777;-49.109;9.255;-9.623;-5.442;-6.028;-6.028;-6.332;-2.397;59.364;50.0;-50.0;70.0;10.0
1841;-48.494;-48.896;9.058;-8.999;-5.418;-6.08;-6.08;-6.312;-2.397;59.273;50.0;-50.0;70.0;10.0
1842;-48.208;-48.683;8.859;-8.791;-5.394;-6.129;-6.129;-6.287;-2.397;59.179;50.0;-50.0;70.0;10.0
1843;-47.918;-48.469;8.661;-8.167;-5.371;-6.175;-6.175;-6.258;-2.397;59.08;50.0;-50.0;70.0;10.0
1844;-47.623;-48.256;8.462;-8.167;-5.347;-6.217;-6.217;-6.225;-2.397;58.979;50.0;-50.0;70.0;10.0
1845;-47.326;-48.043;8.262;-8.583;-5.323;-6.255;-6.255;-6.189;-2.397;58.873;50.0;-50.0;70.0;10.0
1846;-47.025;-47.83;8.063;-8.583;-5.299;-6.29;-6.29;-6.149;-2.397;58.764;50.0;-50.0;70.0;10.0
1847;-46.721;-47.617;7.863;-8.583;-5.276;-6.321;-6.321;-6.104;-2.397;58.652;50.0;-50.0;70.0;10.0
1848;-46.414;-47.404;7.663;-8.583;-5.252;-6.349;-6.349;-6.056;-2.397;58.537;50.0;-50.0;70.0;10.0
1849;-46.105;-47.191;7.463;-9.207;-5.228;-6.374;-6.374;-6.004;-2.397;58.418;50.0;-50.0;70.0;10.0
1850;-45.795;-46.978;7.264;-9.623;-5.205;-6.396;-6.396;-5.948;-2.397;58.296;50.0;-50.0;70.0;10.0
1851;-45.483;-46.764;7.064;-10.039;-5.181;-6.414;-6.414;-5.889;-2.397;58.17;50.0;-50.0;70.0;10.0
1852;-45.17;-46.551;6.865;-8.791;-5.157;-6.43;-6.43;-5.829;-2.397;58.041;50.0;-50.0;70.0;10.0
1853;-44.857;-46.338;6.667;-8.375;-5.133;-6.444;-6.444;-5.766;-2.397;57.909;50.0;-50.0;70.0;10.0
1854;-44.543;-46.125;6.469;5.148;-5.11;-6.455;-6.455;-5.703;-2.397;57.774;50.0;-50.0;70.0;10.0
1855;-44.23;-45.912;6.271;9.933;-5.086;-6.464;-6.464;-5.64;-2.397;57.636;50.0;-50.0;70.0;10.0
1856;-43.917;-45.699;6.075;-3.59;-5.062;-6.472;-6.472;-5.578;-2.397;57.494;50.0;-50.0;70.0;10.0
1857;-43.605;-45.486;5.879;-12.12;-5.039;-6.479;-6.479;-5.516;-2.397;57.35;50.0;-50.0;70.0;10.0
1858;-43.293;-45.273;5.684;-17.945;-5.015;-6.484;-6.484;-5.456;-2.397;57.202;50.0;-50.0;70.0;10.0
1859;-42.981;-45.06;5.49;-17.737;-4.991;-6.488;-6.488;-5.398;-2.397;57.051;50.0;-50.0;70.0;10.0
1860;-42.671;-44.846;5.297;-16.696;-4.967;-6.49;-6.49;-5.342;-2.397;56.898;50.0;-50.0;70.0;10.0
1861;-42.361;-44.633;5.106;-14.2;-4.944;-6.492;-6.492;-5.29;-2.397;56.741;50.0;-50.0;70.0;10.0
1862;-42.053;-44.42;4.916;-12.952;-4.92;-6.492;-6.492;-5.24;-2.397;56.582;50.0;-50.0;70.0;10.0
1863;-41.745;-44.207;4.727;-13.16;-4.896;-6.491;-6.491;-5.195;-2.397;56.419;50.0;-50.0;70.0;10.0
1864;-41.439;-43.994;4.54;-14.824;-4.873;-6.489;-6.489;-5.153;-2.397;56.254;50.0;-50.0;70.0;10.0
1865;-41.133;-43.781;4.354;-15.24;-4.849;-6.486;-6.486;-5.116;-2.397;56.086;50.0;-50.0;70.0;10.0
1866;-40.828;-43.568;4.17;-14.616;-4.825;-6.482;-6.482;-5.084;-2.397;55.915;50.0;-50.0;70.0;10.0
1867;-40.525;-43.355;3.988;-13.16;-4.801;-6.477;-6.477;-5.057;-2.397;55.741;50.0;-50.0;70.0;10.0
1868;-40.223;-43.141;3.808;-13.368;-4.778;-6.47;-6.47;-5.035;-2.397;55.564;50.0;-50.0;70.0;10.0
1869;-39.923;-42.928;3.63;-13.784;-4.754;-6.463;-6.463;-5.019;-2.397;55.385;50.0;-50.0;70.0;10.0
1870;-39.625;-42.715;3.453;-14.408;-4.73;-6.454;-6.454;-5.008;-2.397;55.203;50.0;-50.0;70.0;10.0
1871;-39.33;-42.502;3.28;-14.408;-4.707;-6.444;-6.444;-5.003;-2.397;55.019;50.0;-50.0;70.0;10.0
1872;-39.038;-42.289;3.108;-14.2;-4.683;-6.433;-6.433;-5.004;-2.397;54.832;50.0;-50.0;70.0;10.0
1873;-38.749;-42.076;2.939;-14.2;-4.659;-6.42;-6.42;-5.011;-2.397;54.642;50.0;-50.0;70.0;10.0
1874;-38.463;-41.863;2.772;-11.495;-4.635;-6.405;-6.405;-5.022;-2.397;54.45;50.0;-50.0;70.0;10.0
1875;-38.182;-41.65;2.608;-11.079;-4.612;-6.387;-6.387;-5.038;-2.397;54.255;50.0;-50.0;70.0;10.0
1876;-37.905;-41.436;2.447;-12.328;-4.588;-6.368;-6.368;-5.057;-2.397;54.058;50.0;-50.0;70.0;10.0
1877;-37.632;-41.223;2.288;-13.16;-4.564;-6.347;-6.347;-5.079;-2.397;53.859;50.0;-50.0;70.0;10.0
1878;-37.365;-41.01;2.132;-14.408;-4.541;-6.323;-6.323;-5.105;-2.397;53.657;50.0;-50.0;70.0;10.0
1879;-37.103;-40.797;1.979;-14.408;-4.517;-6.297;-6.297;-5.134;-2.397;53.452;50.0;-50.0;70.0;10.0
1880;-36.846;-40.584;1.83;-13.992;-4.493;-6.268;-6.268;-5.166;-2.397;53.246;50.0;-50.0;70.0;10.0
1881;-36.595;-40.371;1.683;-12.952;-4.469;-6.237;-6.237;-5.2;-2.397;53.037;50.0;-50.0;70.0;10.0
1882;-36.351;-40.158;1.54;-13.368;-4.446;-6.204;-6.204;-5.237;-2.397;52.825;50.0;-50.0;70.0;10.0
1883;-36.113;-39.945;1.4;-11.703;-4.422;-6.167;-6.167;-5.276;-2.397;52.612;50.0;-50.0;70.0;10.0
1884;-35.882;-39.732;1.264;-10.871;-4.398;-6.128;-6.128;-5.317;-2.397;52.396;50.0;-50.0;70.0;10.0
1885;-35.658;-39.518;1.131;-10.871;-4.375;-6.086;-6.086;-5.358;-2.397;52.178;50.0;-50.0;70.0;10.0
1886;-35.441;-39.305;1.002;-11.287;-4.351;-6.04;-6.04;-5.399;-2.397;51.958;50.0;-50.0;70.0;10.0
1887;-35.23;-39.092;0.876;-13.368;-4.327;-5.99;-5.99;-5.441;-2.397;51.736;50.0;-50.0;70.0;10.0
1888;-35.025;-38.879;0.755;-14.2;-4.303;-5.937;-5.937;-5.483;-2.397;51.512;50.0;-50.0;70.0;10.0
1889;-34.826;-38.666;0.637;-13.368;-4.28;-5.879;-5.879;-5.522;-2.397;51.285;50.0;-50.0;70.0;10.0
1890;-34.632;-38.453;0.524;-11.911;-4.256;-5.817;-5.817;-5.559;-2.397;51.057;50.0;-50.0;70.0;10.0
1891;-34.443;-38.24;0.415;-9.831;-4.232;-5.751;-5.751;-5.591;-2.397;50.827;50.0;-50.0;70.0;10.0
1892;-34.259;-38.027;0.309;-11.703;-4.209;-5.681;-5.681;-5.62;-2.384;50.594;50.0;-50.0;70.0;10.0
1893;-34.079;-37.813;0.209;-12.328;-4.185;-5.607;-5.607;-5.644;-2.267;50.36;50.0;-50.0;70.0;10.0
1894;-33.904;-37.6;0.112;-11.703;-4.161;-5.531;-5.531;-5.663;-2.15;50.124;50.0;-50.0;70.0;10.0
1895;-33.732;-37.387;0.02;-10.871;-4.137;-5.452;-5.452;-5.677;-2.033;49.886;50.0;-50.0;70.0;10.0
1896;-33.565;-37.174;-0.069;-10.455;-4.114;-5.37;-5.37;-5.687;-1.915;49.646;50.0;-50.0;70.0;10.0
1897;-33.4;-36.961;-0.153;-10.663;-4.09;-5.287;-5.287;-5.691;-1.798;49.404;50.0;-50.0;70.0;10.0
1898;-33.24;-36.748;-0.234;-10.663;-4.066;-5.202;-5.202;-5.691;-1.681;49.16;50.0;-50.0;70.0;10.0
1899;-33.083;-36.535;-0.311;-9.831;-4.043;-5.115;-5.115;-5.686;-1.564;48.915;50.0;-50.0;70.0;10.0
1900;-32.93;-36.322;-0.384;-7.543;-4.019;-5.028;-5.028;-5.677;-1.447;48.667;50.0;-50.0;70.0;10.0
1901;-32.779;-36.109;-0.453;-6.919;-3.995;-4.939;-4.939;-5.662;-1.33;48.417;50.0;-50.0;70.0;10.0
1902;-32.632;-35.895;-0.52;-6.086;-3.971;-4.849;-4.849;-5.643;-1.213;48.166;50.0;-50.0;70.0;10.0
1903;-32.487;-35.682;-0.582;-8.167;-3.948;-4.758;-4.758;-5.621;-1.096;47.912;50.0;-50.0;70.0;10.0
1904;-32.345;-35.469;-0.642;-8.375;-3.924;-4.665;-4.665;-5.593;-0.979;47.656;50.0;-50.0;70.0;10.0
